Outcome	Grade	Gender	Ethnicity	Relig	Age	Work pattern	Loc	Disability	VES1
1	HEO	Male	Not Declared	Not Declared	40s	Full Time	London	No	0
1	HEO	Male	Not Declared	Not Declared	40s	Full Time	London	No	0
1	HEO	Female	Not Declared	Not Declared	40s	Full Time	London	No	0
1	HEO	Female	Not Declared	Not Declared	40s	Full Time	London	No	1
1	SEO	Male	Not Declared	Not Declared	40s	Full Time	London	No	1
1	G7	Male	White	No religion	40s	Full Time	London	No	0
1	AO	Female	Not Declared	Christian	40s	Full Time	London	Yes	0
1	EO	Female	Not Declared	Christian	40s	Part Time	London	No	0
1	HEO	Male	White	Christian	40s	Full Time	London	No	0
1	SEO	Male	Prefer Not to Say	Christian	40s	Full Time	London	No	0
1	AO	Female	BME	Religious (not Christian)	40s	Full Time	London	No	0
1	EO	Female	BME	Religious (not Christian)	40s	Full Time	London	No	0
1	AO	Male	White	No religion	40s	Full Time	London	Prefer not to say	0
1	AO	Female	Not Declared	Not Declared	40s	Full Time	London	No	0
1	G6	Male	Not Declared	Not Declared	40s	Full Time	London	No	1
1	G6	Male	Not Declared	Not Declared	40s	Full Time	London	No	1
1	G7	Male	Not Declared	Not Declared	40s	Full Time	London	No	0
1	G7	Male	Not Declared	Not Declared	40s	Full Time	London	Not Declared	0
1	HEO	Male	Not Declared	Not Declared	40s	Full Time	London	No	1
1	HEO	Male	Not Declared	Not Declared	40s	Full Time	London	Yes	0
1	HEO	Male	Not Declared	Not Declared	40s	Full Time	London	Yes	1
1	HEO	Male	Prefer Not to Say	Prefer not to say	40s	Full Time	London	No	0
1	SEO	Male	White	No religion	40s	Full Time	Other	Yes	0
1	G7	Male	White	No religion	40s	Full Time	Sheffield	No	0
1	SEO	Male	White	No religion	40s	Full Time	Sheffield	No	0
1	EO	Female	Not Declared	Christian	40s	Full Time	Sheffield	Yes	0
1	SEO	Female	BME	Religious (not Christian)	40s	Part Time	Sheffield	No	0
3	G7	Male	White	No religion	40s	Full Time	Other	No	0
3	SEO	Male	White	No religion	40s	Full Time	Other	No	0
3	G7	Male	White	No religion	40s	Part Time	Other	No	0
3	G6	Female	Not Declared	Not Declared	40s	Full Time	Other	No	0
3	G7	Male	White	No religion	40s	Full Time	Other	No	0
3	SEO	Female	White	No religion	40s	Full Time	Other	No	0
3	HEO	Male	White	Christian	40s	Full Time	Other	No	0
3	G7	Male	Not Declared	Not Declared	40s	Full Time	Other	No	0
3	G7	Male	White	Christian	40s	Full Time	Other	No	0
3	G7	Female	White	Christian	40s	Full Time	Other	No	0
3	HEO	Female	White	No religion	40s	Part Time	Other	No	0
3	AO	Male	White	No religion	40s	Full Time	Other	Not Declared	0
3	EO	Female	White	No religion	40s	Full Time	Other	No	0
3	SEO	Female	White	Christian	40s	Full Time	Other	No	0
3	SEO	Male	White	No religion	40s	Full Time	Other	No	0
3	HEO	Male	White	Christian	40s	Full Time	Other	No	0
3	SEO	Male	White	Christian	40s	Full Time	Other	No	0
3	HEO	Female	White	Prefer not to say	40s	Full Time	Other	No	0
3	SEO	Male	White	No religion	40s	Full Time	Other	Not Declared	0
3	G7	Female	White	Christian	40s	Part Time	Other	No	0
3	HEO	Female	Not Declared	Not Declared	40s	Full Time	Other	No	0
3	G6	Male	White	Christian	40s	Full Time	Other	No	0
3	HEO	Male	Not Declared	Christian	40s	Full Time	Other	Yes	0
3	SEO	Female	White	No religion	40s	Part Time	Other	No	0
3	G7	Male	White	No religion	40s	Full Time	Other	No	0
3	SEO	Male	Not Declared	Not Declared	40s	Full Time	Other	No	1
3	EO	Male	White	No religion	40s	Full Time	London	No	0
3	HEO	Male	White	No religion	40s	Full Time	London	No	0
3	SEO	Female	White	Religious (not Christian)	40s	Full Time	London	No	0
3	G6	Female	White	No religion	40s	Full Time	London	No	0
3	G6	Male	White	No religion	40s	Full Time	London	No	1
3	G6	Male	White	No religion	40s	Part Time	London	No	0
3	SEO	Male	White	No religion	40s	Full Time	London	No	0
3	AO	Female	White	Christian	40s	Full Time	London	No	0
3	EO	Female	White	Christian	40s	Full Time	London	No	0
3	EO	Male	Not Declared	Christian	40s	Full Time	London	No	0
3	G6	Male	White	Christian	40s	Full Time	London	No	0
3	G6	Male	White	Christian	40s	Full Time	London	No	0
3	G6	Female	White	Christian	40s	Part Time	London	Prefer not to say	0
3	G6	Female	BME	Christian	40s	Full Time	London	No	0
3	G6	Male	White	Christian	40s	Full Time	London	No	0
3	G6	Male	White	Christian	40s	Full Time	London	No	0
3	G7	Female	Not Declared	Christian	40s	Full Time	London	Yes	0
3	G7	Male	White	Christian	40s	Full Time	London	No	0
3	G7	Female	White	Christian	40s	Part Time	London	No	0
3	G7	Female	BME	Christian	40s	Full Time	London	No	1
3	G7	Female	White	Christian	40s	Full Time	London	No	0
3	G7	Female	White	Christian	40s	Part Time	London	No	0
3	G7	Male	White	Christian	40s	Part Time	London	No	0
3	HEO	Male	White	Christian	40s	Full Time	London	Yes	0
3	HEO	Female	Not Declared	Christian	40s	Part Time	London	No	0
3	SEO	Female	Not Declared	Christian	40s	Full Time	London	No	1
3	SEO	Female	White	Christian	40s	Part Time	London	No	0
3	SEO	Female	Not Declared	Christian	40s	Full Time	London	No	0
3	SEO	Female	White	Christian	40s	Full Time	London	No	0
3	SEO	Male	White	Christian	40s	Full Time	London	No	0
3	SEO	Male	White	Christian	40s	Full Time	London	Not Declared	0
3	AO	Female	BME	Religious (not Christian)	40s	Part Time	London	No	0
3	G7	Female	BME	Religious (not Christian)	40s	Full Time	London	Yes	0
3	SEO	Male	BME	Religious (not Christian)	40s	Full Time	London	No	0
3	SEO	Male	BME	Religious (not Christian)	40s	Full Time	London	No	0
3	G7	Male	White	Religious (not Christian)	40s	Full Time	London	No	0
3	G6	Male	White	Religious (not Christian)	40s	Full Time	London	No	0
3	EO	Female	BME	No religion	40s	Part Time	London	No	0
3	G6	Female	Not Declared	No religion	40s	Part Time	London	No	0
3	G6	Female	White	No religion	40s	Part Time	London	No	0
3	G6	Female	White	No religion	40s	Part Time	London	No	0
3	G7	Female	White	No religion	40s	Full Time	London	No	0
3	HEO	Male	Not Declared	No religion	40s	Full Time	London	Yes	0
3	HEO	Female	Not Declared	No religion	40s	Full Time	London	Yes	0
3	HEO	Male	Not Declared	No religion	40s	Part Time	London	No	0
3	HEO	Male	White	No religion	40s	Full Time	London	Yes	0
3	SEO	Male	White	No religion	40s	Full Time	London	No	0
3	SEO	Male	Not Declared	No religion	40s	Full Time	London	No	0
3	SEO	Male	White	No religion	40s	Full Time	London	No	0
3	AO	Female	Not Declared	Not Declared	40s	Part Time	London	No	0
3	EO	Male	Not Declared	Not Declared	40s	Full Time	London	Not Declared	0
3	EO	Female	Not Declared	Not Declared	40s	Full Time	London	No	0
3	G6	Female	BME	Not Declared	40s	Full Time	London	No	0
3	G6	Male	Not Declared	Not Declared	40s	Full Time	London	No	0
3	G6	Male	Not Declared	Not Declared	40s	Full Time	London	No	1
3	G6	Female	Not Declared	Not Declared	40s	Part Time	London	No	0
3	G6	Female	Not Declared	Not Declared	40s	Part Time	London	No	0
3	G6	Male	Not Declared	Not Declared	40s	Full Time	London	Not Declared	0
3	G7	Male	Not Declared	Not Declared	40s	Full Time	London	No	0
3	G7	Male	White	Not Declared	40s	Full Time	London	Not Declared	0
3	G7	Female	Not Declared	Not Declared	40s	Part Time	London	No	0
3	G7	Male	Not Declared	Not Declared	40s	Full Time	London	No	0
3	G7	Female	Not Declared	Not Declared	40s	Full Time	London	Not Declared	0
3	G7	Female	Not Declared	Not Declared	40s	Full Time	London	No	0
3	G7	Male	Not Declared	Not Declared	40s	Full Time	London	No	0
3	G7	Female	Not Declared	Not Declared	40s	Full Time	London	Not Declared	0
3	G7	Female	Not Declared	Not Declared	40s	Full Time	London	Not Declared	0
3	G7	Male	Not Declared	Not Declared	40s	Full Time	London	Not Declared	0
3	G7	Male	Not Declared	Not Declared	40s	Full Time	London	No	0
3	G7	Male	BME	Not Declared	40s	Full Time	London	Not Declared	0
3	G7	Male	Not Declared	Not Declared	40s	Part Time	London	Not Declared	0
3	HEO	Male	Not Declared	Not Declared	40s	Full Time	London	No	1
3	HEO	Male	Not Declared	Not Declared	40s	Full Time	London	No	0
3	HEO	Male	Not Declared	Not Declared	40s	Full Time	London	No	0
3	HEO	Male	BME	Not Declared	40s	Full Time	London	Not Declared	0
3	HEO	Male	Not Declared	Not Declared	40s	Full Time	London	Prefer not to say	0
3	HEO	Female	Not Declared	Not Declared	40s	Full Time	London	No	0
3	HEO	Male	Not Declared	Not Declared	40s	Full Time	London	No	0
3	SEO	Female	BME	Not Declared	40s	Full Time	London	No	0
3	SEO	Female	Not Declared	Not Declared	40s	Full Time	London	No	0
3	SEO	Female	Not Declared	Not Declared	40s	Full Time	London	No	0
3	EO	Male	White	Prefer not to say	40s	Full Time	London	No	0
3	G6	Male	Prefer Not to Say	Prefer not to say	40s	Full Time	London	No	0
3	G6	Female	White	Prefer not to say	40s	Full Time	London	No	0
3	G7	Male	White	Prefer not to say	40s	Full Time	London	No	0
3	G7	Male	White	Prefer not to say	40s	Full Time	London	No	0
3	G7	Male	Not Declared	Prefer not to say	40s	Full Time	London	No	0
3	G7	Female	White	Prefer not to say	40s	Full Time	London	Prefer not to say	0
3	G7	Female	Prefer Not to Say	Prefer not to say	40s	Full Time	London	No	0
3	G7	Male	White	Prefer not to say	40s	Full Time	London	No	0
3	G7	Female	Prefer Not to Say	Prefer not to say	40s	Full Time	London	No	0
3	EO	Male	BME	Christian	40s	Full Time	London	Yes	0
3	G6	Male	White	No religion	40s	Full Time	London	No	0
3	SEO	Male	White	Religious (not Christian)	40s	Full Time	London	No	0
3	G6	Male	BME	No religion	40s	Full Time	London	Not Declared	0
3	G6	Male	White	No religion	40s	Full Time	London	No	0
3	G6	Female	White	No religion	40s	Part Time	London	No	0
3	G6	Female	White	No religion	40s	Full Time	London	No	0
3	G7	Female	White	No religion	40s	Full Time	London	Prefer not to say	1
3	G7	Male	White	No religion	40s	Full Time	London	No	0
3	G7	Male	White	No religion	40s	Full Time	London	No	0
3	G7	Female	White	No religion	40s	Part Time	London	No	0
3	G7	Female	White	No religion	40s	Part Time	London	No	0
3	G7	Male	White	No religion	40s	Full Time	London	No	1
3	HEO	Male	BME	No religion	40s	Full Time	London	No	0
3	AO	Female	BME	Christian	40s	Full Time	London	Not Declared	0
3	AO	Male	BME	Christian	40s	Full Time	London	Yes	0
3	AO	Female	BME	Christian	40s	Full Time	London	No	0
3	EO	Female	White	Christian	40s	Full Time	London	Yes	0
3	EO	Female	Not Declared	Christian	40s	Full Time	London	No	0
3	EO	Male	BME	Christian	40s	Full Time	London	No	0
3	EO	Female	White	Christian	40s	Full Time	London	Prefer not to say	0
3	EO	Male	White	Christian	40s	Full Time	London	No	0
3	EO	Female	BME	Christian	40s	Full Time	London	No	0
3	EO	Male	BME	Christian	40s	Full Time	London	No	0
3	EO	Male	Not Declared	Christian	40s	Full Time	London	Yes	0
3	EO	Female	BME	Christian	40s	Full Time	London	No	0
3	EO	Male	Not Declared	Christian	40s	Full Time	London	No	0
3	EO	Female	White	Christian	40s	Full Time	London	No	0
3	G6	Female	White	Christian	40s	Part Time	London	No	0
3	G6	Male	White	Christian	40s	Full Time	London	No	0
3	G6	Male	Not Declared	Christian	40s	Full Time	London	No	0
3	G6	Female	BME	Christian	40s	Full Time	London	No	0
3	G6	Male	White	Christian	40s	Full Time	London	No	0
3	G6	Female	White	Christian	40s	Full Time	London	No	0
3	G6	Female	BME	Christian	40s	Part Time	London	Yes	0
3	G6	Female	Not Declared	Christian	40s	Full Time	London	No	0
3	G6	Female	White	Christian	40s	Part Time	London	No	0
3	G6	Male	White	Christian	40s	Full Time	London	No	0
3	G7	Male	White	Christian	40s	Full Time	London	No	0
3	G7	Female	Not Declared	Christian	40s	Full Time	London	No	0
3	G7	Female	White	Christian	40s	Full Time	London	No	0
3	G7	Male	White	Christian	40s	Full Time	London	No	0
3	G7	Female	White	Christian	40s	Full Time	London	Yes	0
3	G7	Male	White	Christian	40s	Full Time	London	Prefer not to say	0
3	G7	Male	Not Declared	Christian	40s	Full Time	London	No	0
3	G7	Female	White	Christian	40s	Full Time	London	No	0
3	G7	Female	BME	Christian	40s	Full Time	London	Not Declared	0
3	HEO	Female	White	Christian	40s	Full Time	London	No	0
3	HEO	Female	BME	Christian	40s	Full Time	London	No	0
3	HEO	Female	White	Christian	40s	Part Time	London	No	0
3	HEO	Female	BME	Christian	40s	Full Time	London	Yes	0
3	HEO	Male	White	Christian	40s	Full Time	London	Yes	0
3	HEO	Male	Not Declared	Christian	40s	Full Time	London	No	0
3	HEO	Female	BME	Christian	40s	Full Time	London	Yes	0
3	HEO	Female	BME	Christian	40s	Full Time	London	No	0
3	HEO	Female	White	Christian	40s	Full Time	London	No	0
3	HEO	Female	BME	Christian	40s	Full Time	London	No	0
3	HEO	Female	White	Christian	40s	Full Time	London	No	0
3	SEO	Male	White	Christian	40s	Full Time	London	No	0
3	SEO	Male	White	Christian	40s	Full Time	London	No	0
3	SEO	Female	White	Christian	40s	Full Time	London	No	0
3	SEO	Female	Not Declared	Christian	40s	Full Time	London	No	0
3	SEO	Female	BME	Christian	40s	Full Time	London	No	0
3	EO	Female	Not Declared	Christian	40s	Full Time	London	No	0
3	G6	Male	White	Christian	40s	Full Time	London	No	0
3	EO	Female	BME	Religious (not Christian)	40s	Full Time	London	No	0
3	EO	Male	BME	Religious (not Christian)	40s	Full Time	London	No	0
3	HEO	Female	BME	Religious (not Christian)	40s	Part Time	London	No	0
3	AO	Male	Not Declared	No religion	40s	Full Time	London	No	0
3	G6	Female	Not Declared	No religion	40s	Full Time	London	No	0
3	G6	Female	White	No religion	40s	Part Time	London	No	0
3	G6	Male	White	No religion	40s	Full Time	London	No	0
3	G7	Female	Not Declared	No religion	40s	Full Time	London	No	0
3	G7	Male	Not Declared	No religion	40s	Full Time	London	No	0
3	G7	Male	Not Declared	No religion	40s	Full Time	London	No	0
3	G7	Female	BME	No religion	40s	Full Time	London	Yes	0
3	G7	Female	White	No religion	40s	Part Time	London	No	0
3	G7	Female	White	No religion	40s	Full Time	London	No	0
3	G7	Male	White	No religion	40s	Full Time	London	Not Declared	0
3	G7	Female	White	No religion	40s	Full Time	London	No	0
3	G7	Male	Not Declared	No religion	40s	Full Time	London	No	0
3	HEO	Female	Not Declared	No religion	40s	Full Time	London	No	0
3	HEO	Male	Not Declared	No religion	40s	Full Time	London	No	0
3	HEO	Female	Not Declared	No religion	40s	Full Time	London	No	0
3	SEO	Female	White	No religion	40s	Full Time	London	No	0
3	SEO	Male	White	No religion	40s	Full Time	London	No	0
3	SEO	Male	Not Declared	No religion	40s	Full Time	London	No	0
3	SEO	Female	White	No religion	40s	Part Time	London	No	1
3	SEO	Female	White	No religion	40s	Full Time	London	No	0
3	EO	Male	Not Declared	Not Declared	40s	Full Time	London	No	0
3	EO	Male	Not Declared	Not Declared	40s	Full Time	London	No	0
3	EO	Female	Not Declared	Not Declared	40s	Full Time	London	No	0
3	EO	Female	Not Declared	Not Declared	40s	Full Time	London	No	0
3	EO	Female	Not Declared	Not Declared	40s	Part Time	London	Yes	1
3	EO	Female	White	Not Declared	40s	Full Time	London	No	0
3	EO	Female	Not Declared	Not Declared	40s	Full Time	London	No	0
3	G6	Male	White	Not Declared	40s	Part Time	London	No	1
3	G6	Male	Not Declared	Not Declared	40s	Full Time	London	No	0
3	G6	Female	White	Not Declared	40s	Part Time	London	No	0
3	G6	Female	Not Declared	Not Declared	40s	Part Time	London	No	0
3	G6	Female	Not Declared	Not Declared	40s	Full Time	London	No	0
3	G7	Male	Not Declared	Not Declared	40s	Full Time	London	No	0
3	G7	Male	Not Declared	Not Declared	40s	Full Time	London	No	0
3	G7	Male	Not Declared	Not Declared	40s	Full Time	London	No	0
3	G7	Female	Not Declared	Not Declared	40s	Full Time	London	No	0
3	G7	Female	Not Declared	Not Declared	40s	Full Time	London	No	0
3	G7	Male	Not Declared	Not Declared	40s	Full Time	London	No	0
3	G7	Female	Not Declared	Not Declared	40s	Full Time	London	No	0
3	G7	Female	Not Declared	Not Declared	40s	Part Time	London	No	0
3	G7	Female	Not Declared	Not Declared	40s	Part Time	London	Not Declared	0
3	G7	Male	Not Declared	Not Declared	40s	Full Time	London	No	0
3	HEO	Male	Not Declared	Not Declared	40s	Full Time	London	No	0
3	HEO	Male	Prefer Not to Say	Not Declared	40s	Full Time	London	No	0
3	HEO	Female	Not Declared	Not Declared	40s	Part Time	London	No	0
3	HEO	Female	White	Not Declared	40s	Full Time	London	Yes	0
3	HEO	Female	Not Declared	Not Declared	40s	Full Time	London	No	0
3	HEO	Male	Not Declared	Not Declared	40s	Full Time	London	No	0
3	HEO	Male	Not Declared	Not Declared	40s	Full Time	London	No	0
3	HEO	Male	Not Declared	Not Declared	40s	Full Time	London	No	0
3	HEO	Female	Not Declared	Not Declared	40s	Part Time	London	No	0
3	HEO	Female	White	Not Declared	40s	Full Time	London	Not Declared	0
3	HEO	Male	Not Declared	Not Declared	40s	Full Time	London	Yes	0
3	SEO	Female	White	Not Declared	40s	Full Time	London	No	0
3	SEO	Female	Not Declared	Not Declared	40s	Full Time	London	No	0
3	SEO	Male	Not Declared	Not Declared	40s	Full Time	London	No	0
3	SEO	Male	Not Declared	Not Declared	40s	Full Time	London	Yes	0
3	SEO	Female	Not Declared	Not Declared	40s	Full Time	London	Not Declared	0
3	G6	Female	White	Prefer not to say	40s	Full Time	London	Prefer not to say	0
3	G6	Female	White	Prefer not to say	40s	Part Time	London	No	0
3	G6	Male	Prefer Not to Say	Prefer not to say	40s	Full Time	London	Prefer not to say	0
3	G6	Male	Not Declared	Prefer not to say	40s	Full Time	London	No	0
3	G7	Male	Prefer Not to Say	Prefer not to say	40s	Full Time	London	Prefer not to say	0
3	G7	Male	Prefer Not to Say	Prefer not to say	40s	Full Time	London	Prefer not to say	0
3	G7	Male	Not Declared	Prefer not to say	40s	Full Time	London	No	0
3	HEO	Female	BME	Prefer not to say	40s	Full Time	London	Yes	0
3	HEO	Female	Prefer Not to Say	Prefer not to say	40s	Full Time	London	No	0
3	SEO	Male	Prefer Not to Say	Prefer not to say	40s	Full Time	London	No	0
3	SEO	Male	White	Prefer not to say	40s	Full Time	London	No	0
3	SEO	Female	Prefer Not to Say	Prefer not to say	40s	Part Time	London	Prefer not to say	0
3	G6	Female	Not Declared	Christian	40s	Part Time	London	No	0
3	G6	Female	White	Christian	40s	Full Time	London	Not Declared	0
3	G7	Male	White	Christian	40s	Full Time	London	No	0
3	HEO	Male	White	Christian	40s	Full Time	London	No	0
3	SEO	Female	White	Christian	40s	Full Time	London	No	0
3	SEO	Female	White	Christian	40s	Part Time	London	Yes	0
3	HEO	Male	White	No religion	40s	Full Time	Other	No	1
3	G7	Male	White	Christian	40s	Full Time	Other	No	0
3	HEO	Female	Prefer Not to Say	Prefer not to say	40s	Part Time	Other	No	0
3	G7	Male	Not Declared	Not Declared	40s	Full Time	Other	No	0
3	SEO	Male	White	No religion	40s	Full Time	Other	No	0
3	G6	Male	White	No religion	40s	Full Time	Sheffield	No	0
3	G7	Female	White	No religion	40s	Part Time	Sheffield	No	0
3	G7	Male	White	Christian	40s	Full Time	Sheffield	No	0
3	HEO	Female	White	Christian	40s	Part Time	Sheffield	No	0
3	SEO	Male	White	Christian	40s	Full Time	Sheffield	No	0
3	SEO	Female	White	Christian	40s	Part Time	Sheffield	No	0
3	EO	Female	White	No religion	40s	Full Time	Sheffield	No	0
3	G7	Female	BME	No religion	40s	Full Time	Sheffield	No	0
3	G7	Male	Not Declared	No religion	40s	Full Time	Sheffield	No	0
3	G7	Female	White	No religion	40s	Part Time	Sheffield	No	1
3	HEO	Male	White	No religion	40s	Part Time	Sheffield	No	0
3	HEO	Female	Not Declared	Not Declared	40s	Part Time	Sheffield	No	1
3	HEO	Female	White	Not Declared	40s	Full Time	Sheffield	No	0
3	HEO	Male	Not Declared	Not Declared	40s	Full Time	Sheffield	No	1
3	SEO	Male	White	Not Declared	40s	Full Time	Sheffield	Not Declared	0
3	G6	Female	Not Declared	Religious (not Christian)	40s	Full Time	Sheffield	No	0
3	EO	Female	White	No religion	40s	Part Time	Sheffield	No	1
3	HEO	Female	Not Declared	Religious (not Christian)	40s	Full Time	Sheffield	No	0
3	AO	Female	White	Christian	40s	Full Time	Sheffield	No	0
3	EO	Male	Not Declared	Christian	40s	Full Time	Sheffield	No	0
3	G6	Female	White	Christian	40s	Full Time	Sheffield	No	0
3	G7	Female	Not Declared	Christian	40s	Part Time	Sheffield	No	0
3	G7	Female	White	Christian	40s	Part Time	Sheffield	No	0
3	HEO	Female	White	Christian	40s	Full Time	Sheffield	Yes	0
3	HEO	Female	White	Christian	40s	Full Time	Sheffield	No	0
3	SEO	Female	White	Christian	40s	Full Time	Sheffield	No	0
3	SEO	Female	White	Christian	40s	Full Time	Sheffield	No	0
3	SEO	Female	White	Christian	40s	Part Time	Sheffield	No	0
3	HEO	Female	White	Christian	40s	Full Time	Sheffield	No	0
3	SEO	Male	White	Christian	40s	Full Time	Sheffield	Not Declared	0
3	EO	Male	White	No religion	40s	Full Time	Sheffield	No	0
3	G6	Male	Not Declared	No religion	40s	Full Time	Sheffield	No	0
3	G7	Male	White	No religion	40s	Part Time	Sheffield	No	0
3	G7	Female	White	No religion	40s	Full Time	Sheffield	No	0
3	G7	Female	BME	No religion	40s	Full Time	Sheffield	Yes	0
3	G7	Male	Not Declared	No religion	40s	Full Time	Sheffield	Yes	0
3	HEO	Female	Not Declared	No religion	40s	Full Time	Sheffield	No	0
3	SEO	Female	White	No religion	40s	Full Time	Sheffield	No	0
3	SEO	Male	White	No religion	40s	Full Time	Sheffield	No	1
3	SEO	Female	Not Declared	No religion	40s	Part Time	Sheffield	No	0
3	EO	Female	Not Declared	Not Declared	40s	Part Time	Sheffield	No	0
3	SEO	Female	Not Declared	Not Declared	40s	Full Time	Sheffield	No	0
3	SEO	Female	White	Not Declared	40s	Full Time	Sheffield	No	0
3	SEO	Female	White	Prefer not to say	40s	Full Time	Sheffield	No	0
3	SEO	Female	Not Declared	Christian	40s	Part Time	Sheffield	No	0
3	G7	Male	BME	Christian	40s	Full Time	Other	No	1
3	SEO	Female	White	Christian	40s	Part Time	Other	No	0
3	EO	Female	Not Declared	Not Declared	40s	Full Time	Other	No	0
3	G7	Female	Not Declared	Not Declared	40s	Full Time	Other	No	0
3	HEO	Female	Not Declared	Christian	40s	Full Time	Other	No	0
2	G6	Male	White	Christian	40s	Full Time	Other	No	0
2	G6	Male	Not Declared	Not Declared	40s	Full Time	Other	No	0
2	G7	Female	Not Declared	Not Declared	40s	Part Time	Other	No	0
2	HEO	Female	Not Declared	Not Declared	40s	Full Time	Other	No	1
2	EO	Male	Not Declared	Not Declared	40s	Full Time	Other	Not Declared	0
2	G6	Female	White	No religion	40s	Full Time	London	No	0
2	G7	Male	BME	No religion	40s	Full Time	London	No	0
2	G7	Male	White	Christian	40s	Full Time	London	No	0
2	G7	Male	White	Christian	40s	Full Time	London	No	0
2	G7	Male	White	Christian	40s	Full Time	London	No	0
2	G7	Female	BME	Christian	40s	Full Time	London	No	1
2	G7	Female	BME	Christian	40s	Full Time	London	No	0
2	HEO	Male	BME	Christian	40s	Full Time	London	No	0
2	HEO	Male	White	Christian	40s	Full Time	London	Yes	0
2	G7	Female	BME	Religious (not Christian)	40s	Full Time	London	No	0
2	AO	Male	Not Declared	Religious (not Christian)	40s	Full Time	London	Yes	0
2	G7	Female	BME	Religious (not Christian)	40s	Full Time	London	No	0
2	HEO	Female	BME	Religious (not Christian)	40s	Full Time	London	No	0
2	EO	Male	Not Declared	No religion	40s	Full Time	London	No	1
2	G7	Female	White	No religion	40s	Full Time	London	No	0
2	HEO	Female	Not Declared	No religion	40s	Part Time	London	No	1
2	HEO	Female	Not Declared	No religion	40s	Full Time	London	Not Declared	0
2	EO	Male	White	Not Declared	40s	Full Time	London	No	0
2	G7	Male	Not Declared	Not Declared	40s	Full Time	London	No	0
2	G7	Male	Not Declared	Not Declared	40s	Full Time	London	No	0
2	G7	Male	Not Declared	Not Declared	40s	Full Time	London	Not Declared	0
2	G7	Female	Not Declared	Not Declared	40s	Full Time	London	No	0
2	HEO	Female	Not Declared	Not Declared	40s	Full Time	London	No	0
2	G7	Female	White	Religious (not Christian)	40s	Full Time	London	No	0
2	HEO	Male	White	No religion	40s	Full Time	London	No	0
2	AO	Male	White	No religion	40s	Full Time	London	Yes	0
2	EO	Female	White	No religion	40s	Full Time	London	No	0
2	G7	Male	White	No religion	40s	Full Time	London	No	0
2	G7	Male	White	Religious (not Christian)	40s	Full Time	London	No	0
2	AO	Female	White	Christian	40s	Full Time	London	Yes	0
2	AO	Male	Not Declared	Christian	40s	Full Time	London	No	0
2	EO	Female	BME	Christian	40s	Full Time	London	No	0
2	EO	Female	Not Declared	Christian	40s	Full Time	London	No	0
2	G6	Female	White	Christian	40s	Full Time	London	Yes	0
2	G6	Male	White	Christian	40s	Full Time	London	No	0
2	G7	Female	Not Declared	Christian	40s	Full Time	London	No	0
2	G7	Female	White	Christian	40s	Full Time	London	No	0
2	G7	Male	Not Declared	Christian	40s	Full Time	London	No	0
2	HEO	Male	BME	Christian	40s	Full Time	London	No	0
2	SEO	Male	Not Declared	Christian	40s	Full Time	London	No	0
2	SEO	Male	White	Christian	40s	Full Time	London	No	0
2	HEO	Female	White	Christian	40s	Full Time	London	Yes	0
2	G7	Male	Not Declared	No religion	40s	Full Time	London	No	0
2	HEO	Female	Prefer Not to Say	No religion	40s	Full Time	London	No	0
2	AO	Female	Not Declared	Not Declared	40s	Full Time	London	No	0
2	EO	Female	Not Declared	Not Declared	40s	Part Time	London	No	1
2	EO	Female	Not Declared	Not Declared	40s	Full Time	London	No	0
2	G6	Male	White	Not Declared	40s	Full Time	London	Not Declared	0
2	G6	Female	Not Declared	Not Declared	40s	Part Time	London	Not Declared	0
2	G6	Male	Not Declared	Not Declared	40s	Full Time	London	No	0
2	G6	Female	White	Not Declared	40s	Part Time	London	No	0
2	G6	Female	White	Not Declared	40s	Part Time	London	Yes	0
2	G6	Female	Not Declared	Not Declared	40s	Part Time	London	Not Declared	0
2	G7	Male	Not Declared	Not Declared	40s	Full Time	London	Not Declared	0
2	HEO	Male	Not Declared	Not Declared	40s	Full Time	London	No	0
2	HEO	Male	Not Declared	Not Declared	40s	Full Time	London	No	0
2	HEO	Female	Not Declared	Not Declared	40s	Full Time	London	Not Declared	0
2	HEO	Male	Not Declared	Not Declared	40s	Full Time	London	No	0
2	HEO	Female	Not Declared	Not Declared	40s	Full Time	London	Not Declared	0
2	HEO	Male	Not Declared	Not Declared	40s	Full Time	London	No	0
2	SEO	Male	Not Declared	Not Declared	40s	Full Time	London	Yes	0
2	SEO	Male	Not Declared	Not Declared	40s	Full Time	London	No	0
2	EO	Female	Prefer Not to Say	Prefer not to say	40s	Full Time	London	No	0
2	HEO	Male	White	Christian	40s	Full Time	London	No	0
2	HEO	Male	White	Christian	40s	Full Time	London	No	1
2	HEO	Male	White	Christian	40s	Full Time	London	No	0
2	SEO	Female	White	Christian	40s	Part Time	London	No	0
2	G7	Male	Not Declared	Not Declared	40s	Full Time	Other	Not Declared	0
2	SEO	Male	Not Declared	Not Declared	40s	Full Time	Other	No	0
2	HEO	Male	White	Not Declared	40s	Full Time	Other	Not Declared	0
2	G7	Female	White	No religion	40s	Full Time	Sheffield	Yes	1
2	EO	Male	Not Declared	Christian	40s	Full Time	Sheffield	No	0
2	G6	Female	White	Christian	40s	Full Time	Sheffield	No	1
2	SEO	Male	Not Declared	Christian	40s	Full Time	Sheffield	No	0
2	G7	Female	White	No religion	40s	Part Time	Sheffield	No	1
